Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	autism_gene	parkinsons_gene	stuttering_gene	tic_gene
LOC130009386	ATAC-STARR-Seq Lymphoblastoid Active Region 7468	Functional Element		2	GC13P023866	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009386	False	True	False	False	False
LOC130009387	ATAC-STARR-Seq Lymphoblastoid Active Region 7469	Functional Element		2	GC13P023891	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009387	False	True	False	False	False
LOC130009388	ATAC-STARR-Seq Lymphoblastoid Silent Region 5176	Functional Element		2	GC13P024161	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009388	False	True	False	False	False
LOC130009389	ATAC-STARR-Seq Lymphoblastoid Active Region 7470	Functional Element		2	GC13P024218	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009389	False	True	False	False	False
LOC130009390	ATAC-STARR-Seq Lymphoblastoid Active Region 7472	Functional Element		2	GC13P024225	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009390	False	True	False	False	False
LOC130009391	ATAC-STARR-Seq Lymphoblastoid Active Region 7473	Functional Element		2	GC13P024267	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009391	False	True	False	False	False
LOC130009392	ATAC-STARR-Seq Lymphoblastoid Active Region 7474	Functional Element		2	GC13P024270	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009392	False	True	False	False	False
LOC130009393	ATAC-STARR-Seq Lymphoblastoid Active Region 7475	Functional Element		2	GC13P024271	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009393	False	True	False	False	False
LOC130009394	ATAC-STARR-Seq Lymphoblastoid Active Region 7476	Functional Element		2	GC13P024274	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009394	False	True	False	False	False
LOC130009395	ATAC-STARR-Seq Lymphoblastoid Active Region 7477	Functional Element		2	GC13P024275	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009395	False	True	False	False	False
LOC130009396	ATAC-STARR-Seq Lymphoblastoid Silent Region 5177	Functional Element		2	GC13P024282	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009396	False	True	False	False	False
LOC130009416	ATAC-STARR-Seq Lymphoblastoid Silent Region 5186	Functional Element		4	GC13P029132	6.47923517227173	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130009416	True	False	False	False	False
LOC130010127	ATAC-STARR-Seq Lymphoblastoid Silent Region 5509	Functional Element		2	GC13P111286	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130010127	False	True	False	False	False
LOC130055692	ATAC-STARR-Seq Lymphoblastoid Silent Region 5776	Functional Element		8	GC14P058295	1.29198026657104	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130055692	False	False	True	False	False
LOC130055900	ATAC-STARR-Seq Lymphoblastoid Active Region 8583	Functional Element		7	GC14P067599	0.935057759284973	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130055900	False	True	False	False	False
LOC130056199	ATAC-STARR-Seq Lymphoblastoid Silent Region 5982	Functional Element		2	GC14P078598	0.349567353725433	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056199	False	True	False	False	False
LOC130056217	ATAC-STARR-Seq Lymphoblastoid Silent Region 5988	Functional Element		9	GC14P087993	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056217	True	False	True	False	False
LOC130056453	ATAC-STARR-Seq Lymphoblastoid Silent Region 6082	Functional Element		5	GC14P121092	1.75625395774841	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056453	True	True	False	False	False
LOC130056707	ATAC-STARR-Seq Lymphoblastoid Silent Region 6257	Functional Element		2	GC15P197647	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056707	False	True	False	False	False
LOC130056708	ATAC-STARR-Seq Lymphoblastoid Silent Region 6258	Functional Element		2	GC15P197648	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056708	False	True	False	False	False
LOC130056709	ATAC-STARR-Seq Lymphoblastoid Silent Region 6259	Functional Element		10	GC15P197649	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056709	True	True	False	False	False
LOC130056710	ATAC-STARR-Seq Lymphoblastoid Silent Region 6260	Functional Element		9	GC15P197650	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056710	True	True	False	False	False
LOC130056711	ATAC-STARR-Seq Lymphoblastoid Silent Region 6261	Functional Element		9	GC15P197651	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056711	True	True	False	False	False
LOC130056712	ATAC-STARR-Seq Lymphoblastoid Active Region 9154	Functional Element		9	GC15P197652	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056712	True	True	False	False	False
LOC130056713	ATAC-STARR-Seq Lymphoblastoid Active Region 9155	Functional Element		9	GC15P197653	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056713	True	True	False	False	False
LOC130056714	ATAC-STARR-Seq Lymphoblastoid Active Region 9156	Functional Element		9	GC15P197654	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056714	True	True	False	False	False
LOC130056715	ATAC-STARR-Seq Lymphoblastoid Active Region 9157	Functional Element		9	GC15P197655	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056715	True	True	False	False	False
LOC130056716	ATAC-STARR-Seq Lymphoblastoid Active Region 9158	Functional Element		9	GC15P197656	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056716	True	True	False	False	False
LOC130056717	ATAC-STARR-Seq Lymphoblastoid Active Region 9159	Functional Element		9	GC15P197657	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056717	True	True	False	False	False
LOC130056718	ATAC-STARR-Seq Lymphoblastoid Active Region 9160	Functional Element		9	GC15P197658	3.06828880310059	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056718	True	True	False	False	False
LOC130056725	ATAC-STARR-Seq Lymphoblastoid Active Region 9166	Functional Element		2	GC15P197665	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056725	False	True	False	False	False
LOC130056726	ATAC-STARR-Seq Lymphoblastoid Silent Region 6267	Functional Element		2	GC15P197666	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056726	False	True	False	False	False
LOC130056727	ATAC-STARR-Seq Lymphoblastoid Silent Region 6268	Functional Element		2	GC15P197667	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056727	False	True	False	False	False
LOC130056790	ATAC-STARR-Seq Lymphoblastoid Active Region 9201	Functional Element		6	GC15P197730	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056790	True	False	False	False	False
LOC130056791	ATAC-STARR-Seq Lymphoblastoid Active Region 9202	Functional Element		6	GC15P197731	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056791	True	False	False	False	False
LOC130056792	ATAC-STARR-Seq Lymphoblastoid Active Region 9203	Functional Element		6	GC15P197732	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056792	True	False	False	False	False
LOC130056793	ATAC-STARR-Seq Lymphoblastoid Active Region 9204	Functional Element		6	GC15P197733	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056793	True	False	False	False	False
LOC130056794	ATAC-STARR-Seq Lymphoblastoid Active Region 9205	Functional Element		6	GC15P197734	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056794	True	False	False	False	False
LOC130056795	ATAC-STARR-Seq Lymphoblastoid Active Region 9206	Functional Element		6	GC15P197735	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056795	True	False	False	False	False
LOC130056796	ATAC-STARR-Seq Lymphoblastoid Active Region 9207	Functional Element		6	GC15P197736	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056796	True	False	False	False	False
LOC130056797	ATAC-STARR-Seq Lymphoblastoid Active Region 9208	Functional Element		6	GC15P197737	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056797	True	False	False	False	False
LOC130056798	ATAC-STARR-Seq Lymphoblastoid Silent Region 6305	Functional Element		6	GC15P197738	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056798	True	False	False	False	False
LOC130056799	ATAC-STARR-Seq Lymphoblastoid Silent Region 6306	Functional Element		6	GC15P197739	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056799	True	False	False	False	False
LOC130056800	ATAC-STARR-Seq Lymphoblastoid Silent Region 6307	Functional Element		6	GC15P197740	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056800	True	False	False	False	False
LOC130056801	ATAC-STARR-Seq Lymphoblastoid Active Region 9210	Functional Element		6	GC15P197741	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056801	True	False	False	False	False
LOC130056802	ATAC-STARR-Seq Lymphoblastoid Active Region 9211	Functional Element		6	GC15P197742	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056802	True	False	False	False	False
LOC130056803	ATAC-STARR-Seq Lymphoblastoid Active Region 9212	Functional Element		6	GC15P197743	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056803	True	False	False	False	False
LOC130056804	ATAC-STARR-Seq Lymphoblastoid Active Region 9213	Functional Element		6	GC15P197744	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056804	True	False	False	False	False
LOC130056805	ATAC-STARR-Seq Lymphoblastoid Active Region 9214	Functional Element		6	GC15P197745	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056805	True	False	False	False	False
LOC130056806	ATAC-STARR-Seq Lymphoblastoid Active Region 9215	Functional Element		6	GC15P197746	2.62477087974548	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056806	True	False	False	False	False
LOC130056991	ATAC-STARR-Seq Lymphoblastoid Silent Region 6406	Functional Element		7	GC15P197931	0.306801289319992	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056991	False	True	False	False	False
LOC130057018	ATAC-STARR-Seq Lymphoblastoid Active Region 9375	Functional Element		8	GC15P197958	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130057018	True	False	False	False	False
LOC130057019	ATAC-STARR-Seq Lymphoblastoid Silent Region 6417	Functional Element		9	GC15P197959	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130057019	True	False	False	False	False
LOC130057020	ATAC-STARR-Seq Lymphoblastoid Silent Region 6418	Functional Element		8	GC15P197960	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130057020	True	False	False	False	False
LOC130057021	ATAC-STARR-Seq Lymphoblastoid Silent Region 6419	Functional Element		8	GC15P197961	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130057021	True	False	False	False	False
LOC130057022	ATAC-STARR-Seq Lymphoblastoid Silent Region 6420	Functional Element		8	GC15P197962	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130057022	True	False	False	False	False
LOC130057023	ATAC-STARR-Seq Lymphoblastoid Active Region 9377	Functional Element		8	GC15P197963	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130057023	True	False	False	False	False
LOC130058158	ATAC-STARR-Seq Lymphoblastoid Silent Region 6972	Functional Element		8	GC16P126043	7.41258764266968	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058158	False	False	False	True	False
LOC130058173	ATAC-STARR-Seq Lymphoblastoid Silent Region 6998	Functional Element		4	GC16P126058	0.306801289319992	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058173	False	True	False	False	False
LOC130058210	ATAC-STARR-Seq Lymphoblastoid Silent Region 7024	Functional Element		5	GC16P126095	0.433882534503937	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058210	True	True	False	False	False
LOC130058353	ATAC-STARR-Seq Lymphoblastoid Active Region 10333	Functional Element		4	GC16P126238	0.306801289319992	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058353	False	True	False	False	False
LOC130058357	ATAC-STARR-Seq Lymphoblastoid Silent Region 7141	Functional Element		7	GC16P126242	0.399880349636078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058357	True	True	False	False	False
LOC130058627	ATAC-STARR-Seq Lymphoblastoid Active Region 10560	Functional Element		2	GC16P126512	0.70255172252655	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058627	False	True	False	False	False
LOC130058628	ATAC-STARR-Seq Lymphoblastoid Active Region 10562	Functional Element		2	GC16P126513	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058628	False	True	False	False	False
LOC130058629	ATAC-STARR-Seq Lymphoblastoid Active Region 10565	Functional Element		2	GC16P126514	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058629	False	True	False	False	False
LOC130058630	ATAC-STARR-Seq Lymphoblastoid Silent Region 7258	Functional Element		2	GC16P126515	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058630	False	True	False	False	False
LOC130058631	ATAC-STARR-Seq Lymphoblastoid Silent Region 7259	Functional Element		2	GC16P126516	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058631	False	True	False	False	False
LOC130058632	ATAC-STARR-Seq Lymphoblastoid Active Region 10566	Functional Element		2	GC16P126517	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058632	False	True	False	False	False
LOC130058633	ATAC-STARR-Seq Lymphoblastoid Silent Region 7260	Functional Element		2	GC16P126518	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058633	False	True	False	False	False
LOC130058634	ATAC-STARR-Seq Lymphoblastoid Active Region 10567	Functional Element		2	GC16P126519	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058634	False	True	False	False	False
LOC130058635	ATAC-STARR-Seq Lymphoblastoid Active Region 10568	Functional Element		2	GC16P126520	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058635	False	True	False	False	False
LOC130058636	ATAC-STARR-Seq Lymphoblastoid Active Region 10569	Functional Element		2	GC16P126521	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058636	False	True	False	False	False
LOC130058637	ATAC-STARR-Seq Lymphoblastoid Silent Region 7263	Functional Element		2	GC16P126522	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058637	False	True	False	False	False
LOC130058638	ATAC-STARR-Seq Lymphoblastoid Silent Region 7264	Functional Element		2	GC16P126523	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058638	False	True	False	False	False
LOC130058639	ATAC-STARR-Seq Lymphoblastoid Silent Region 7265	Functional Element		2	GC16P126524	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058639	False	True	False	False	False
LOC130058640	ATAC-STARR-Seq Lymphoblastoid Active Region 10570	Functional Element		2	GC16P126525	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058640	False	True	False	False	False
LOC130058641	ATAC-STARR-Seq Lymphoblastoid Silent Region 7267	Functional Element		2	GC16P126526	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058641	False	True	False	False	False
LOC130058642	ATAC-STARR-Seq Lymphoblastoid Active Region 10571	Functional Element		2	GC16P126527	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058642	False	True	False	False	False
LOC130058643	ATAC-STARR-Seq Lymphoblastoid Silent Region 7268	Functional Element		2	GC16P126528	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058643	False	True	False	False	False
LOC130058644	ATAC-STARR-Seq Lymphoblastoid Silent Region 7269	Functional Element		2	GC16P126529	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058644	False	True	False	False	False
LOC130058645	ATAC-STARR-Seq Lymphoblastoid Active Region 10572	Functional Element		2	GC16P126530	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058645	False	True	False	False	False
LOC130058646	ATAC-STARR-Seq Lymphoblastoid Active Region 10573	Functional Element		2	GC16P126531	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058646	False	True	False	False	False
LOC130058726	ATAC-STARR-Seq Lymphoblastoid Silent Region 7308	Functional Element		2	GC16P126611	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058726	False	True	False	False	False
LOC130058727	ATAC-STARR-Seq Lymphoblastoid Silent Region 7309	Functional Element		2	GC16P126612	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058727	False	True	False	False	False
LOC130058728	ATAC-STARR-Seq Lymphoblastoid Active Region 10641	Functional Element		2	GC16P126613	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058728	False	True	False	False	False
LOC130058729	ATAC-STARR-Seq Lymphoblastoid Active Region 10642	Functional Element		2	GC16P126614	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058729	False	True	False	False	False
LOC130058730	ATAC-STARR-Seq Lymphoblastoid Silent Region 7310	Functional Element		2	GC16P126615	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058730	False	True	False	False	False
LOC130058731	ATAC-STARR-Seq Lymphoblastoid Active Region 10643	Functional Element		2	GC16P126616	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058731	False	True	False	False	False
LOC130058732	ATAC-STARR-Seq Lymphoblastoid Silent Region 7311	Functional Element		2	GC16P126617	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058732	False	True	False	False	False
LOC130058733	ATAC-STARR-Seq Lymphoblastoid Silent Region 7312	Functional Element		2	GC16P126618	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058733	False	True	False	False	False
LOC130058734	ATAC-STARR-Seq Lymphoblastoid Silent Region 7313	Functional Element		2	GC16P126619	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058734	False	True	False	False	False
LOC130058735	ATAC-STARR-Seq Lymphoblastoid Active Region 10645	Functional Element		2	GC16P126620	0.802465915679932	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058735	False	True	False	False	False
LOC130058736	ATAC-STARR-Seq Lymphoblastoid Active Region 10646	Functional Element		2	GC16P126621	0.802465915679932	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058736	False	True	False	False	False
LOC130058737	ATAC-STARR-Seq Lymphoblastoid Silent Region 7314	Functional Element		2	GC16P126622	0.802465915679932	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058737	False	True	False	False	False
LOC130058738	ATAC-STARR-Seq Lymphoblastoid Active Region 10648	Functional Element		2	GC16P126623	0.802465915679932	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058738	False	True	False	False	False
LOC130058739	ATAC-STARR-Seq Lymphoblastoid Active Region 10649	Functional Element		2	GC16P126624	0.802465915679932	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058739	False	True	False	False	False
LOC130058740	ATAC-STARR-Seq Lymphoblastoid Silent Region 7315	Functional Element		7	GC16P126625	0.802465915679932	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058740	False	True	False	False	False
LOC130058741	ATAC-STARR-Seq Lymphoblastoid Silent Region 7316	Functional Element		7	GC16P126626	0.802465915679932	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058741	False	True	False	False	False
LOC130058742	ATAC-STARR-Seq Lymphoblastoid Active Region 10650	Functional Element		2	GC16P126627	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058742	False	True	False	False	False
LOC130058743	ATAC-STARR-Seq Lymphoblastoid Active Region 10651	Functional Element		2	GC16P126628	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058743	False	True	False	False	False
LOC130058744	ATAC-STARR-Seq Lymphoblastoid Silent Region 7317	Functional Element		2	GC16P126629	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058744	False	True	False	False	False
LOC130058745	ATAC-STARR-Seq Lymphoblastoid Silent Region 7318	Functional Element		2	GC16P126630	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058745	False	True	False	False	False
LOC130058746	ATAC-STARR-Seq Lymphoblastoid Active Region 10652	Functional Element		2	GC16P126631	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058746	False	True	False	False	False
LOC130058747	ATAC-STARR-Seq Lymphoblastoid Active Region 10653	Functional Element		2	GC16P126632	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058747	False	True	False	False	False
LOC130058748	ATAC-STARR-Seq Lymphoblastoid Active Region 10654	Functional Element		2	GC16P126633	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058748	False	True	False	False	False
LOC130058749	ATAC-STARR-Seq Lymphoblastoid Silent Region 7321	Functional Element		2	GC16P126634	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058749	False	True	False	False	False
LOC130058750	ATAC-STARR-Seq Lymphoblastoid Silent Region 7322	Functional Element		2	GC16P126635	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058750	False	True	False	False	False
LOC130058751	ATAC-STARR-Seq Lymphoblastoid Silent Region 7323	Functional Element		5	GC16P126636	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058751	False	True	False	False	False
LOC130058752	ATAC-STARR-Seq Lymphoblastoid Silent Region 7324	Functional Element		2	GC16P126637	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058752	False	True	False	False	False
LOC130058753	ATAC-STARR-Seq Lymphoblastoid Silent Region 7325	Functional Element		2	GC16P126638	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058753	False	True	False	False	False
LOC130058754	ATAC-STARR-Seq Lymphoblastoid Active Region 10655	Functional Element		2	GC16P126639	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058754	False	True	False	False	False
LOC130058756	ATAC-STARR-Seq Lymphoblastoid Silent Region 7326	Functional Element		2	GC16P126641	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058756	False	True	False	False	False
LOC130058757	ATAC-STARR-Seq Lymphoblastoid Active Region 10657	Functional Element		2	GC16P126642	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058757	False	True	False	False	False
LOC130058758	ATAC-STARR-Seq Lymphoblastoid Silent Region 7327	Functional Element		2	GC16P126643	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058758	False	True	False	False	False
LOC130058759	ATAC-STARR-Seq Lymphoblastoid Silent Region 7328	Functional Element		2	GC16P126644	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058759	False	True	False	False	False
LOC130058760	ATAC-STARR-Seq Lymphoblastoid Active Region 10658	Functional Element		2	GC16P126645	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058760	False	True	False	False	False
LOC130058761	ATAC-STARR-Seq Lymphoblastoid Active Region 10659	Functional Element		2	GC16P126646	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058761	False	True	False	False	False
LOC130058762	ATAC-STARR-Seq Lymphoblastoid Active Region 10660	Functional Element		2	GC16P126647	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058762	False	True	False	False	False
LOC130058763	ATAC-STARR-Seq Lymphoblastoid Active Region 10661	Functional Element		2	GC16P126648	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058763	False	True	False	False	False
LOC130058764	ATAC-STARR-Seq Lymphoblastoid Active Region 10662	Functional Element		2	GC16P126649	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058764	False	True	False	False	False
LOC130058765	ATAC-STARR-Seq Lymphoblastoid Active Region 10663	Functional Element		2	GC16P126650	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058765	False	True	False	False	False
LOC130058766	ATAC-STARR-Seq Lymphoblastoid Active Region 10664	Functional Element		2	GC16P126651	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058766	False	True	False	False	False
LOC130058767	ATAC-STARR-Seq Lymphoblastoid Silent Region 7329	Functional Element		2	GC16P126652	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058767	False	True	False	False	False
LOC130058768	ATAC-STARR-Seq Lymphoblastoid Silent Region 7330	Functional Element		2	GC16P126653	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058768	False	True	False	False	False
LOC130058769	ATAC-STARR-Seq Lymphoblastoid Active Region 10665	Functional Element		2	GC16P126654	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058769	False	True	False	False	False
LOC130058770	ATAC-STARR-Seq Lymphoblastoid Active Region 10667	Functional Element		2	GC16P126655	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058770	False	True	False	False	False
LOC130058771	ATAC-STARR-Seq Lymphoblastoid Silent Region 7331	Functional Element		2	GC16P126656	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058771	False	True	False	False	False
LOC130058772	ATAC-STARR-Seq Lymphoblastoid Active Region 10668	Functional Element		2	GC16P126657	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058772	False	True	False	False	False
LOC130058773	ATAC-STARR-Seq Lymphoblastoid Active Region 10669	Functional Element		2	GC16P126658	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058773	False	True	False	False	False
LOC130058774	ATAC-STARR-Seq Lymphoblastoid Active Region 10670	Functional Element		2	GC16P126659	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058774	False	True	False	False	False
LOC130058775	ATAC-STARR-Seq Lymphoblastoid Active Region 10671	Functional Element		2	GC16P126660	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058775	False	True	False	False	False
LOC130058776	ATAC-STARR-Seq Lymphoblastoid Silent Region 7332	Functional Element		2	GC16P126661	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058776	False	True	False	False	False
LOC130058777	ATAC-STARR-Seq Lymphoblastoid Active Region 10672	Functional Element		2	GC16P126662	1.13719534873962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058777	False	True	False	False	False
